Date,MMM,AXP,AAPL,BA,CAT,CVX,CSCO,KO,DIS,DWDP,XOM,GS,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,NKE,PFE,PG,TRV,UTX,UNH,VZ,V,WMT,WBA
18-01-2000,30.71671217,34.25315732,3.278256525,29.83975619,15.05044199,23.04786015,44.55535736,19.6254737,27.15918994,,25.82460501,71.14555117,41.89560727,81.27422234,33.47603536,28.31194031,26.32455728,25.54463272,34.44382047,37.72613684,4.946399743,19.17378472,35.14385432,20.0061657,21.40430625,6.411905587,22.25995868,,46.4519234,22.23782174
19-01-2000,31.24800093,33.64310769,3.360891046,31.58372417,14.86057859,22.69430995,44.67470207,19.70095629,27.35599566,,26.07142425,71.70239941,42.85124261,83.90729649,32.8202854,28.41116078,27.48506241,26.08630204,34.77945436,35.00734231,5.159379231,19.43643931,34.78910883,20.04281822,20.70163102,6.466243769,21.83559862,,45.38911246,22.9524731
20-01-2000,30.08422556,34.20796846,3.579777906,30.83441473,14.20359093,22.58076098,44.71448364,19.89117242,26.47430602,,25.501607,70.47405771,42.11027897,83.55621994,31.35468425,28.50728061,27.45910862,26.19709803,35.47990771,34.68017089,5.037257965,19.11600071,33.94500567,19.93286066,20.23090684,6.629258318,21.90379934,,44.90730484,22.9524731
21-01-2000,30.02413934,34.27575175,3.510705539,30.29729912,14.27893355,22.85431077,45.86814914,20.19310278,25.78154987,,25.90078379,70.26904823,41.54936258,85.31160271,32.11207545,27.86854885,27.043848,25.27379806,35.23669474,33.94403518,4.952261564,18.41733952,30.96049806,19.24257159,20.68116475,6.34452624,22.7563084,,44.24127665,22.76240625
24-01-2000,29.3315665,34.34353505,3.351113679,29.38221326,13.65509665,22.91882723,43.40169186,19.58924205,26.22239469,,25.67224746,67.03809888,40.16438383,85.31160271,32.39732668,25.94925293,27.06609411,24.31356608,34.17142194,33.12610662,4.854564551,18.06012928,28.94067979,19.62742302,20.46626893,5.997848633,22.7828309,,42.07314233,22.04775488
25-01-2000,28.89831317,35.78957863,3.540353039,30.29729912,13.14879424,22.85431077,44.59513893,19.89117242,29.52085863,,25.61435159,68.78477962,38.86942869,83.64047831,33.31209787,26.43295271,27.66673893,24.50438141,34.47787028,33.63649405,4.775429971,18.32278387,29.39287791,19.16926655,19.40202294,5.997848633,22.16523545,,43.31308843,21.62200513
26-01-2000,30.45739266,36.10590066,3.475380859,30.62885197,13.54358957,22.64527744,42.64584205,19.03972879,28.83597471,,25.44371114,72.36834527,39.73504041,81.97637545,31.63993548,25.89034077,29.08307427,22.00531613,35.41667234,32.51102435,4.836002119,18.32278387,30.32742069,19.78014184,19.44295548,5.983720705,21.88106576,,43.88700634,22.23782174
27-01-2000,30.43841807,36.80632802,3.469388279,29.87954253,13.42906879,21.75753096,42.40715263,17.96485669,29.22958616,,24.68192338,72.9833737,40.33750617,79.69437784,32.17437169,24.96014889,29.9173032,23.16251877,36.05875457,32.30817807,4.616183841,18.12316638,31.38254965,18.66834882,18.82555637,5.889172267,22.07051222,,41.89600718,22.14658965
28-01-2000,29.17344485,35.7669842,3.205083972,29.59440709,13.10961607,21.30591574,41.33305027,17.19191496,28.93044145,,24.03592736,71.34329789,38.523184,78.33220081,30.82024803,26.20040473,28.43422955,22.62084945,37.15321292,32.14459235,4.580035946,18.48562971,30.23698107,18.32625866,17.82270919,5.718550372,21.83559862,,39.06184468,21.90330408
31-01-2000,29.60986061,37.23562221,3.272263945,29.50820335,12.79016336,21.58204618,43.56081813,17.34288014,28.58406338,,25.25478777,75.1400734,39.21567338,78.81668646,32.43995043,26.68410451,29.9173032,23.00863544,38.24767128,32.02026721,4.445214069,19.01093888,30.4781534,18.44232496,18.05807128,5.759847391,23.46862707,,38.79259924,21.24187143
01-02-2000,29.76798226,38.18458831,3.161874318,29.01087408,13.01619122,21.46849721,46.86268837,17.55121209,28.34002428,,25.34924945,74.82845899,42.93434133,77.23684196,33.24652287,26.29652456,31.05185454,22.54698545,37.36237608,33.67902633,4.561473514,19.43643931,29.99580874,17.90475471,18.31389965,5.916341358,22.56686194,,41.5842493,21.90330408
02-02-2000,29.25250567,37.10005562,3.116456871,29.59440709,13.09153384,21.32398034,45.31120717,17.02283395,29.3240529,,25.53817282,74.73005444,42.06872961,79.69437784,32.8071704,26.43295271,30.54390181,21.8514328,37.39642589,32.9821512,4.634746273,18.91113014,29.73353383,17.03120304,18.33436591,6.072835325,22.47213871,,41.36460171,22.00213884
